URL,Size(Byte),Number of outlinks found,Content-type
https://www.latimes.com/food/story/2023-02-23/coffee-pour-over-los-angeles-addison-roasters-barista-essay,379379,219,text/html
https://www.latimes.com/food/story/2023-05-05/best-california-roll-sushi-yama-san-gabriel-valley-fish-market,386747,226,text/html
https://www.latimes.com/food/story/2023-02-23/why-the-espresso-martini-wont-go-away,363566,230,text/html
https://www.latimes.com/recipe/danny-trejo-coconut-pina-guava-fresca-recipe,391220,220,text/html
https://www.latimes.com/food/story/2023-05-04/tokyo-sushi-origins-los-angeles-omakase-history-chefs-rice,467136,258,text/html
https://www.latimes.com/food/the-kitchen-peru-virgilio-martinez-123,262418,200,text/html
https://www.latimes.com/recipe/strawberry-bell-pepper-non-alcoholic-drink-recipe-danny-trejo,395165,220,text/html
https://www.latimes.com/food/newsletter/2024-02-03/anti-luxury-food-grander-than-caviar-tasting-notes,358743,242,text/html
https://www.latimes.com/california/story/2024-01-31/pioneering-restaurateur-celebrity-hangout-antonios-dies,356534,235,text/html
https://www.latimes.com/food/story/2023-05-03/wild-farmed-pacific-atlantic-bluefin-tuna-species,337316,226,text/html
https://www.latimes.com/food/story/2023-08-18/mateos-ice-cream-paletas-nieves-oaxacan-ranking,412114,231,text/html
https://www.latimes.com/food/list/the-best-sushi-bars-in-los-angeles,585951,281,text/html
https://www.latimes.com/food/story/2023-11-10/maison-matho-french-pastries-sandwiches-hollywood,403977,227,text/html
https://www.latimes.com/newsletters/tasting-notes,285066,207,text/html
https://www.latimes.com/environment/story/2022-02-14/western-megadrought-driest-in-1200-years,368813,240,text/html
https://www.latimes.com/environment/story/2023-01-18/california-faces-monumental-dangers-in-future-floods,359743,231,text/html
https://www.latimes.com/california/story/2023-03-20/a-long-history-of-racism-set-the-stage-for-pajaro-flooding,365618,230,text/html
https://www.latimes.com/local/california/la-me-oroville-cost-20180905-story.html,330831,218,text/html
https://www.latimes.com/people/ian-james,284180,208,text/html
https://www.latimes.com/environment/story/2023-05-25/climate-change-california-snowline-sierra-nevada,348104,228,text/html
https://www.latimes.com/environment/story/2022-10-31/study-says-l-a-flood-risk-is-far-greater-than-anticipated,381203,232,text/html
https://www.latimes.com/environment/story/2023-10-25/central-valley-california-is-ground-zero-for-climate-change,441479,244,text/html
https://www.latimes.com/environment/story/2022-08-12/risk-of-catastrophic-megaflood-has-doubled-for-california,357482,229,text/html
https://www.latimes.com/local/california/la-me-montecito-debris-basins-20181220-htmlstory.html,360255,228,text/html
https://www.latimes.com/environment/story/2023-03-21/california-looks-to-farmland-to-recharge-groundwater,407079,237,text/html
https://www.latimes.com/environment/story/2023-02-01/jet-california-atmospheric-rivers-climate-change,401921,260,text/html
https://www.latimes.com/business/story/2024-01-29/dr-strangelove-60th-anniversary-feels-more-relevant-than-ever,341310,226,text/html
https://www.latimes.com/business/story/2024-01-25/column-california-cadiz-water-project-rebrands-san-bernardino-county,377407,239,text/html
https://www.latimes.com/business/story/2024-01-31/elon-musk-pay-package-tesla-delaware-judge,375961,234,text/html
https://www.latimes.com/business/story/2024-01-22/column-desantis-fall-shows-that-even-gop-voters-find-his-anti-woke-obsession-repugnant,379227,244,text/html
https://www.latimes.com/business/story/2024-01-31/column-elon-musk-nlrb-lawsuit-spacex,374913,241,text/html
https://www.latimes.com/business/story/2024-01-26/column-nikki-haley-record-on-abortion-and-health,363492,239,text/html
https://www.latimes.com/lifestyle/story/2023-11-10/la-affairs-erika-wasser-i-met-a-wonderful-guy-i-didnt-expect-bdsm-and-his-kinks,347918,224,text/html
https://www.latimes.com/entertainment-arts/awards/story/2023-12-19/actress-roundtable-fantasia-barrino-emily-blunt-america-ferrer-eve-hewson-sandra-huller-juliane-moore,417218,222,text/html
https://www.latimes.com/entertainment-arts/story/2023-12-27/kevin-hart-lawsuit-defamation-extortion-assistant-tasha-k,342815,229,text/html
https://www.latimes.com/entertainment-arts/story/2024-02-08/moshe-kasher-comedian-new-book-subculture-vulture,351744,223,text/html
https://www.latimes.com/entertainment-arts/tv/story/2024-02-02/tiffany-haddish-pleasdui-charges-dropped-after-striking-wet-reckless-plea-deal,362876,235,text/html
https://www.latimes.com/entertainment-arts/story/2023-12-31/comedian-shecky-greene-known-for-his-las-vegas-act-dies,334160,227,text/html
https://www.latimes.com/entertainment-arts/story/2024-02-09/hank-bradford-head-writer-for-johnny-carsons-tonight-show-dies-at-88,325929,219,text/html
https://www.latimes.com/entertainment-arts/list/the-60-best-places-to-see-stand-up-comedy-in-l-a,762683,339,text/html
https://www.latimes.com/entertainment-arts/music/story/2024-01-04/lil-nas-x-dave-chappelle-the-dreamer-netflix-special,364661,236,text/html
https://www.latimes.com/entertainment-arts/story/2022-06-15/dont-tell-comedy-celebrates-5-year-anniversary,337009,208,text/html
https://www.latimes.com/sports/lakers/story/2024-01-26/kobe-bryant-legacy-death-anniversary,390662,229,text/html
https://www.latimes.com/archives/la-xpm-2006-mar-13-sp-morrison13-story.html,317344,212,text/html
https://www.latimes.com/archives/la-xpm-2009-mar-17-sp-lakers-morrison17-story.html,320739,215,text/html
https://www.latimes.com/sports/lakers/story/2020-05-08/lakers-won-the-battle-of-wills-against-celtics-in-2010,362215,225,text/html
https://www.latimes.com/california/story/2024-01-11/the-only-cul-de-sac-in-l-a-with-a-law-banning-skateboarding,376314,219,text/html
https://www.latimes.com/entertainment-arts/story/2023-12-28/feature-photos-of-2023,489747,241,text/html
https://www.latimes.com/california/story/2024-01-17/overdose-task-force-investigating-deaths-of-four-men-in-palmdale,354353,231,text/html
https://www.latimes.com/lifestyle/story/2022-08-04/friendships-that-comforted-during-covid-pandemic,444093,239,text/html
https://www.latimes.com/california/story/2024-01-01/photos-unbundled-to-kick-off-the-2024-rose-parade,401768,231,text/html
https://www.latimes.com/california/story/2023-04-15/long-covid-symptoms-impact-california-couple,390260,232,text/html
https://www.latimes.com/environment/story/2023-12-04/after-mild-fire-year-southern-california-crews-look-ahead,388693,237,text/html
https://www.latimes.com/california/story/2024-01-04/uc-berkeley-launches-operation-to-wall-off-peoples-park,396356,228,text/html
https://www.latimes.com/lifestyle/story/2023-12-20/soho-house-run-club-west-hollywood,354455,210,text/html
https://www.latimes.com/entertainment-arts/story/2022-05-11/theater-is-back-attendance-is-down-costs-soaring-covid-19-pandemic,394118,240,text/html
https://www.latimes.com/world-nation/story/2024-01-04/la-fg-jenin-west-bank-raids-israel-hamas-war-palestinian-refugee-camp,453210,240,text/html
https://www.latimes.com/sports/story/2023-12-24/2023-year-in-sports,437053,241,text/html
https://www.latimes.com/california/story/2022-10-19/los-angeles-history-overcrowding-united-states,584238,301,text/html
https://www.latimes.com/california/story/2023-12-28/pictures-of-the-year-2023,304117,205,text/html
https://www.latimes.com/california/story/2023-12-28/treacherous-surf-flood-advisory-hit-southern-california,414784,242,text/html
https://www.latimes.com/entertainment-arts/story/2024-01-11/photos-of-xxxx-and-more-precious-moments-from-the-afi-awards,460275,240,text/html
https://www.latimes.com/california/story/2023-12-28/photos-big-surf-slams-southern-california-beaches-for-exciting-end-to-2023,368876,219,text/html
https://www.latimes.com/environment/story/2023-11-02/california-sierra-nevada-zombie-forest,430978,240,text/html
https://www.latimes.com/california/story/2024-01-06/column-an-l-a-institution-closes-its-doors-and-lawrence-tolliver-wonders-whats-next,378744,226,text/html
https://www.latimes.com/world-nation/story/2024-01-19/latinos-vote-trump-biden-2024,434347,241,text/html
https://www.latimes.com/california/story/2023-12-18/who-got-hit-hardest-in-2023-epic-floods-the-people-who-grow-your-food,453239,242,text/html
https://www.latimes.com/california/story/2024-01-22/california-carmel-addresses-post-office,431624,233,text/html
https://www.latimes.com/california/story/2023-12-27/photos-of-2023-the-year-of-the-strikes-floods-conflict,701913,296,text/html
https://www.latimes.com/california/story/2022-05-15/a-chaplain-reflects-on-lives-lost-to,453474,235,text/html
https://www.latimes.com/entertainment-arts/tv/story/2024-01-22/sofia-vergara-griselda-blanco-netflix,402879,230,text/html
https://www.latimes.com/california/story/2023-12-28/photos-2024-rose-parade-floats-volunteers-final-touches,381629,222,text/html
https://www.latimes.com/sports/story/2023-11-18/formula-one-pictures-las-vegas-grand-prix-photos,384605,223,text/html
https://www.latimes.com/california/story/2022-09-25/california-education-rural-school-pandemic-enrollment,420097,234,text/html
https://www.latimes.com/entertainment-arts/awards/story/2024-01-07/the-best-looks-from-the-2023-golden-globes,657051,274,text/html
https://www.latimes.com/california/story/2023-12-19/kern-county-california-warehouse-industry-next-frontier,403544,224,text/html
https://www.latimes.com/california/story/2023-12-26/chabria-column-los-angeles-state-prison-re-entry-facility-rehabilitation,424040,232,text/html
https://www.latimes.com/california/story/2024-01-23/palm-springs-capped-airbnb-rentals-now-some-home-prices-are-in-free-fall,399005,238,text/html
https://www.latimes.com/sports/story/2023-10-04/baseball-dennis-kasumbas-mlb-africa,423192,233,text/html
https://www.latimes.com/politics/story/2024-01-04/nikki-haley-donald-trump-ron-desantis-iowa-new-hampshire,407458,227,text/html
https://www.latimes.com/travel/story/2023-12-20/santas-village-skyforest-lake-arrowhead-owners-history,445070,231,text/html
https://www.latimes.com/entertainment-arts/story/2024-01-16/emmys-2023-best-moments-photos-behind-the-scenes,422850,227,text/html
https://www.latimes.com/california/story/2024-01-04/photos-peoples-park-in-berkeley-cleared-in-dead-of-night,356374,214,text/html
https://www.latimes.com/california/story/2023-12-31/longtime-rose-parade-volunteers,390939,222,text/html
https://www.latimes.com/california/story/2023-12-23/westlake-guatemalan-night-market,398345,230,text/html
https://www.latimes.com/california/story/2023-08-16/lahaina-maui-surfer-legend-archie-kalepa-volunteer-effort-supplies-survivors,402980,225,text/html
https://www.latimes.com/business-insights/story/2024-01-22/lloyd-greif-james-lee-and-chang-liu-provide-economic-forecast-business-predictions-for-2024,305788,199,text/html
https://www.latimes.com/b2bpublishing/business-announcements/story/2024-02-07/axs-names-marc-ruxin-chief-strategy-officer,271330,195,text/html
https://www.latimes.com/b2bpublishing/business-announcements/story/2024-02-07/stefere-jewelry-launches-fresh-takes-on-popular-snake-collection,271600,195,text/html
https://www.latimes.com/paid-posts/?prx_t=bu4iavznla_eqqa&ntv_acpl=1066236&ntv_acsc=0&ntv_ot=0&ntv_ui=a93136c9-79a3-4f3a-86dd-d3b71e51fdd6&ntv_ht=cclbzqa,225710,185,text/html
https://www.latimes.com/b2bpublishing/business-announcements/story/2024-02-01/grand-opening-of-new-wilmington-waterfront-promenade-at-port-of-los-angeles-kicks-off-lunar-new-year-festival,274654,195,text/html
https://www.latimes.com/newsletters/dodgers-dugout,272002,201,text/html
https://www.latimes.com/projects/mission/,47355,66,text/html
https://www.latimes.com/newsletters/sports-report,283936,206,text/html
https://www.latimes.com/staff/sara-cardine,282812,210,text/html
https://www.latimes.com/people/don-leach,245588,197,text/html
https://www.latimes.com/opinion/letters-to-the-editor/story/2024-01-17/nature-didnt-cause-californias-climate-fueled-budget-woes-oil-companies-did,324041,217,text/html
https://www.latimes.com/environment/story/2023-12-16/culver-city-deal-to-end-oil-production-could-be-a-model,358390,220,text/html
https://www.latimes.com/world-nation/story/2024-02-10/biden-and-trump-how-the-two-classified-documents-investigations-came-to-different-endings,340021,220,text/html
https://www.latimes.com/world-nation/story/2024-02-11/nato-leader-says-trump-puts-allies-at-risks-by-saying-russia-can-do-whatever-the-hell-they-want,323127,214,text/html
https://www.latimes.com/la-bio-joseph-tanfani-staff.html,245005,201,text/html
https://www.latimes.com/politics/story/2023-10-02/conservative-justice-kavanaugh-holds-the-middle-vote-as-the-supreme-court-moves-right,361756,218,text/html
https://www.latimes.com/world-nation/story/2023-12-29/abortion-debate-creates-new-era-for-state-supreme-court-races-in-2024,344950,221,text/html
https://www.latimes.com/world-nation/story/2024-02-10/florida-asks-state-supreme-court-to-keep-abortion-rights-amendment-off-the-november-ballot,319852,215,text/html
https://www.latimes.com/world-nation/story/2024-02-10/how-biden-and-his-allies-are-pushing-back-against-a-special-counsels-claims-about-his-memory,335868,224,text/html
https://www.latimes.com/world-nation/story/2024-02-11/which-states-could-have-abortion-rights-on-the-ballot-in-2024,334187,229,text/html
https://www.latimes.com/world-nation/story/2024-02-10/race-george-santos-congressional-seat-clues-suburbs-vote-2024,339518,225,text/html
https://www.latimes.com/opinion/story/2024-02-10/joe-biden-age-2024-election-robert-hur-classified-documents,357864,240,text/html
https://www.latimes.com/people/jaclyn-cosgrove,285059,208,text/html
https://www.latimes.com/california/story/2024-02-01/2024-california-election-how-to-vote-march-primary-super-tuesday,347548,229,text/html
https://www.latimes.com/california/story/2023-10-04/la-county-supervisors-demand-urgency-homelessness-efforts,342323,223,text/html
https://www.latimes.com/california/story/2024-02-01/2024-california-election-senate-primary-voter-guide-schiff-porter-lee-garvey,431535,256,text/html
https://www.latimes.com/california/story/2023-11-30/l-a-county-launches-gov-newsom-care-couirt,366394,229,text/html
https://www.latimes.com/opinion/story/2024-01-11/endorsement-kathryn-barger-supervisor,350125,235,text/html
https://www.latimes.com/california/story/2024-02-01/2024-california-election-where-to-vote-polling-place-ballot-drop-box-center-mail,371940,244,text/html
https://www.latimes.com/california/story/2023-10-28/la-county-mental-health-jobs-hiring,371038,232,text/html
https://www.latimes.com/california/story/2024-02-01/2024-california-election-whats-on-the-ballot-primary-super-tuesday,343894,223,text/html
https://www.latimes.com/california/story/2024-02-09/its-a-steve-garvey-vs-katie-porter-showdown-who-will-face-adam-schiff-in-november,354353,231,text/html
https://www.latimes.com/california/newsletter/2024-02-10/la-on-the-record-big-spending-in-los-angeles-elections-l-a-on-the-record,339383,239,text/html
https://www.latimes.com/california/story/2024-02-01/2024-california-election-proposition-1-newsom-mental-health-voter-guide,410734,240,text/html
https://www.latimes.com/entertainment-arts/story/2024-02-07/ill-be-covering-super-bowl-lviii-and-by-that-i-mean-taylor-and-travis-love-story,364255,238,text/html
https://www.latimes.com/sports/rams/story/2022-02-09/roger-goodell-state-of-the-league-address-and-brian-flores-controversy,347930,231,text/html
https://www.latimes.com/sports/nfl/la-sp-nfl-report-20170117-story.html,322110,214,text/html
https://www.latimes.com/sports/story/2023-02-01/tom-brady-retires-saying-this-time-for-good,348880,226,text/html
https://www.latimes.com/sports/story/2023-01-30/super-bowl-lvii-andy-reid-chiefs-eagles,341219,232,text/html
https://www.latimes.com/sports/story/2023-09-29/canelo-alvarez-jermell-charlo-boxing-future,361445,231,text/html
https://www.latimes.com/sports/story/2023-10-01/canelo-alvarez-next-opponent-terence-crawford-not-in-the-plan,335250,224,text/html
https://www.latimes.com/sports/story/2023-08-16/hawaii-athletes-maui-fire-help-donations-fundraisers,361816,240,text/html
https://www.latimes.com/sports/story/2023-09-15/canelo-alvarez-not-fighting-on-mexican-independence-day,359621,233,text/html
https://www.latimes.com/sports/story/2023-09-07/nina-agdal-sues-dillon-danis-social-media-photos-logan-paul-fight,350961,233,text/html
https://www.latimes.com/sports/story/2023-12-09/devin-haney-defeats-regis-prograis-wbc-title,329434,217,text/html
https://www.latimes.com/delos/story/2023-09-19/ufc-canelo-mexican-independence,353011,221,text/html
https://www.latimes.com/sports/story/2023-12-03/devin-haney-boxing,440650,230,text/html
https://www.latimes.com/sports/story/2023-10-01/canelo-alvarez-dominates-jermell-charlo-super-middleweight,349500,227,text/html
https://www.latimes.com/sports/story/2023-11-08/jake-paul-next-fight-boxer-andre-august-dazn,345303,236,text/html
https://www.latimes.com/delos/story/2023-09-11/canelo-alvarez-don-chepo-reynoso,360695,222,text/html
https://www.latimes.com/sports/story/2023-12-04/mike-tyson-plane-punch-settlement-passenger-melvin-townsend,342036,226,text/html
https://www.latimes.com/sports/story/2023-12-03/ryan-garcia-future-boxing-win-oscar-duarte,345166,232,text/html
https://www.latimes.com/sports/story/2023-09-28/jermell-charlo-canelo-alvarez-fight-las-vegas,349463,228,text/html
https://www.latimes.com/sports/story/2023-11-12/dazn-ceo-joseph-markowski-showtime-jake-paul-celebrity,384992,233,text/html
https://www.latimes.com/sports/story/2023-10-17/chargers-cowboys-fan-fights-sofi-stadium-monday-night-football,345640,238,text/html
https://www.latimes.com/entertainment-arts/story/2023-07-31/the-unofficial-fan-chants-to-learn-ahead-of-taylor-swifts-la-shows,342687,230,text/html
https://www.latimes.com/sports/story/2023-12-11/rob-gronkowski-national-anthem-la-bowl-game-ucla-boise-state,341700,232,text/html
https://www.latimes.com/food/list/the-best-places-to-drink-near-sofi-stadium,465033,242,text/html
https://www.latimes.com/entertainment-arts/story/2023-08-01/trading-friendship-bracelets-at-a-taylor-swift-concert-heres-what-to-know,366378,234,text/html
https://www.latimes.com/entertainment-arts/story/2023-08-25/how-to-find-parking-for-the-beyonce-renaissance-concerts-at-sofi-stadium,348664,240,text/html
https://www.latimes.com/sports/story/2023-09-04/photos-how-do-they-keep-sofi-stadium-looking-so-shiny,365632,222,text/html
https://www.latimes.com/entertainment-arts/story/2023-08-29/how-to-take-public-transit-to-see-beyonce-at-sofi-stadium,344995,237,text/html
https://www.latimes.com/sports/story/2023-09-27/sofi-stadium-nfl-fans-safety-rams-chargers-study,342588,229,text/html
https://www.latimes.com/california/story/2023-08-01/inglewood-discourages-tayl-gating-ahead-of-eras-tour-at-sofi-stadium,335241,229,text/html
https://www.latimes.com/entertainment-arts/newsletter/2023-09-09/the-beyonce-concert-was-amazing-the-sofi-sound-was-awful-essential-arts-arts-culture,370906,261,text/html
https://www.latimes.com/sports/list/nfl-stadium-guide-mascots,719890,433,text/html
https://www.latimes.com/entertainment-arts/story/2023-07-31/dont-get-stuck-in-traffic-how-to-take-public-transit-to-see-taylor-swift-at-sofi-stadium,346038,239,text/html
https://www.latimes.com/entertainment-arts/story/2023-07-31/the-ultimate-guide-to-seeing-taylor-swift-at-sofi-stadium,442946,256,text/html
https://www.latimes.com/b2bpublishing/business-partnerships,356556,225,text/html
https://www.latimes.com/world-nation/story/2023-12-28/new-weight-loss-drugs-older-americans-medicare-wont-pay,318182,206,text/html
https://www.latimes.com/california/story/2024-01-28/paxlovid-anitivirals-for-many-should-be-easier-to-get-heres-what-to-know,372957,245,text/html
https://www.latimes.com/science/story/2024-01-25/heres-why-some-high-risk-patients-arent-getting-drugs-to-combat-covid,357447,250,text/html
https://www.latimes.com/espanol/california/articulo/2023-06-06/california-retired-boxers-pension-plan-failing-to-deliver,447277,130,text/html
https://www.latimes.com/people/robert-gauthier,282677,210,text/html
https://www.latimes.com/local/la-xpm-2012-jul-18-la-me-athletic-commission-20120718-story.html,311206,215,text/html
https://www.latimes.com/california/story/2023-10-29/two-children-dead-another-two-injured-following-child-abuse-call,325611,217,text/html
https://www.latimes.com/california/story/2023-08-27/heat-advisory-in-los-angeles-county,327631,218,text/html
https://www.latimes.com/california/story/2023-10-28/lapd-youtube-channel-suspended-violent-beating,332990,225,text/html
https://www.latimes.com/espanol/deportes/articulo/2023-06-26/mexico-se-une-a-los-esfuerzos-por-localizar-a-boxeadores-retirados-a-los-que-se-les-adeudan-pensiones-de-california,261328,119,text/html
https://www.latimes.com/california/story/2024-01-28/mother-arrested-for-suspicion-of-murdering-child,320374,217,text/html
https://www.latimes.com/environment/newsletter/2024-02-01/column-bidens-western-solar-plan-sounds-scary-but-its-better-than-climate-change-boiling-point,380822,244,text/html
https://www.latimes.com/business/story/2023-12-29/the-year-in-clean-energy-wind-solar-and-batteries-grow-despite-economic-challenges,364875,233,text/html
https://www.latimes.com/opinion/letters-to-the-editor/story/2023-12-25/your-roof-the-best-place-for-local-solar-probably-not,329737,218,text/html
https://www.latimes.com/entertainment-arts/story/2022-01-28/frieze-los-angeles-cancels-public-sculpture-exhibition-covid-delays,330363,238,text/html
https://www.latimes.com/entertainment-arts/story/2022-02-18/partying-during-frieze-del-vaz-projects-art-show,362603,213,text/html
https://www.latimes.com/entertainment-arts/story/2022-02-17/things-to-do-la-oc-presidents-day-slave-play-frieze,340191,241,text/html
https://www.latimes.com/entertainment-arts/story/2023-02-14/lafc-free-soccer-clinics-frieze-art-fair,372117,227,text/html
https://www.latimes.com/entertainment-arts/story/2022-02-18/there-is-no-food-at-frieze-2022,326176,226,text/html
https://www.latimes.com/entertainment-arts/list/where-to-see-the-artists-of-frieze-before-frieze-poi,408742,234,text/html
https://www.latimes.com/entertainment-arts/story/2022-02-17/frieze-los-angeles-returns-2022-art-fair-scene,354668,240,text/html
https://www.latimes.com/lifestyle/image/story/2023-02-16/kehinde-wiley-on-radical-freedom-life-in-la-community-finding-grace-through-art,399675,224,text/html
https://www.latimes.com/entertainment-arts/story/2022-02-11/ar-mushroom-cloud-over-the-santa-monica-pier-frieze-week,372280,239,text/html
https://www.latimes.com/entertainment-arts/story/2023-02-02/what-to-know-art-fair-season-la-2023,390076,248,text/html
https://www.latimes.com/entertainment-arts/story/2022-11-22/frieze-los-angeles-2023-santa-monica-airport,336931,229,text/html
https://www.latimes.com/entertainment-arts/story/2022-01-19/art-fair-season-the-show-must-go-on-despite-omicron,352582,247,text/html
https://www.latimes.com/entertainment-arts/story/2023-02-17/faces-of-frieze-los-angeles-2023-opening-day-photos,424079,233,text/html
https://www.latimes.com/entertainment-arts/story/2023-02-18/refik-anadols-ai-generated-living-paintings-frieze-2023,343156,229,text/html
https://www.latimes.com/entertainment-arts/story/2023-02-14/ernie-barnes-paintings-los-angeles-the-sugar-shack-frieze-week,340560,227,text/html
https://www.latimes.com/entertainment-arts/newsletter/2023-02-08/what-to-do-this-weekend-frieze-guide-l-a-goes-out,385357,248,text/html
https://www.latimes.com/lifestyle/image/story/2023-02-15/artist-ferrari-sheppard-talks-creativity-twitter-frieze-abstraction,423614,229,text/html
https://www.latimes.com/entertainment-arts/story/2023-02-16/gaetano-pesce-furniture-hollywood-gossip-girl-glass-onion-frieze,337056,223,text/html
https://www.latimes.com/california/story/2023-07-15/ibm-should-cover-work-from-home-expenses-court-rules,330292,222,text/html
https://www.latimes.com/business/story/2023-12-19/the-wealthiest-californians-are-fleeing-the-state-why-thats-very-bad-news-for-the-economy,379897,236,text/html
https://www.latimes.com/business/story/2023-07-07/career-coaches-work-from-home-jobs,345947,224,text/html
https://www.latimes.com/politics/story/2023-04-03/remote-work-red-states-blue-states,423038,243,text/html
https://www.latimes.com/business/story/2023-08-08/remote-work-racism-reprieve-return-to-office,382194,227,text/html
https://www.latimes.com/opinion/story/2024-01-10/covid-rsv-flu-working-while-sick-presenteeism,348704,227,text/html
https://www.latimes.com/world-nation/story/2023-06-09/mexico-sets-new-work-from-home-rules-including-that-employers-pay-internet,336484,222,text/html
https://www.latimes.com/business/story/2024-01-04/2024-year-employers-clamp-down-on-remote-work-not-so-fast,383332,224,text/html
https://www.latimes.com/politics/story/2023-06-13/small-rural-towns-offer-big-incentives-to-lure-remote-workers,394738,228,text/html
https://www.latimes.com/business/story/2023-06-16/working-from-home-becomes-a-once-a-week-perk-for-some-office-goers,356982,231,text/html
https://www.latimes.com/politics/story/2023-10-31/remote-workers-are-moving-out-of-california-what-benefits-and-rights-could-they-lose,400408,238,text/html
https://www.latimes.com/california/story/2023-01-29/work-from-home-office-landlords-entertainment-entice-tenants,351449,218,text/html
https://www.latimes.com/business/story/2023-09-07/grindr-loses-nearly-half-its-staff-to-strict-return-to-work-rule,330326,222,text/html
https://www.latimes.com/business/story/2023-08-03/the-post-covid-19-back-to-the-office-push-has-stalled-in-hybrid-mode,349653,228,text/html
https://www.latimes.com/california/story/2024-01-04/most-workers-want-to-be-in-the-office-more-often-a-studys-surprise-finding,385227,227,text/html
https://www.latimes.com/entertainment-arts/story/2023-10-20/julian-charriere-la-debut-sean-kelly-gallery,330623,222,text/html
https://www.latimes.com/entertainment-arts/story/2023-10-28/phranc-butch-closet-craig-krull-gallery-santa-monica,367203,224,text/html
https://www.latimes.com/entertainment-arts/story/2023-11-01/ceeje-gallery-1960s-art-center-exhibition-review,359844,229,text/html
https://www.latimes.com/sports/ucla/story/2023-10-02/ucla-football-update,341526,223,text/html
https://www.latimes.com/sports/ucla/story/2023-11-27/ucla-retains-chip-big-ten-500-record,347561,234,text/html
https://www.latimes.com/sports/ucla/story/2024-01-03/ucla-ikaika-malloe-new-defensive-coordinator,335924,225,text/html
https://www.latimes.com/sports/ucla/story/2024-01-05/ucla-navy-ken-niumatalolo-bruins-tight-ends-coach,327773,219,text/html
https://www.latimes.com/sports/ucla/story/2023-12-15/ucla-seniors-la-bowl-chip-kelly,349505,229,text/html
https://www.latimes.com/sports/ucla/story/2023-11-26/ucla-cal-chip-kelly-job-security-dante-moore-ethan-garbers,378917,222,text/html
https://www.latimes.com/people/ben-bolch,281676,209,text/html
https://www.latimes.com/food/story/2023-03-29/la-dolce-vita-red-sauce-restaurant-reopens-beverly-hills,354553,231,text/html
https://www.latimes.com/food/story/2021-02-04/curtis-stone-pivots-as-he-transforms-maude-into-pie-shop-by-gwen,335947,222,text/html
https://www.latimes.com/food/story/2023-05-16/taco-bell-free-taco-tuesday-trademark,328452,225,text/html
https://www.latimes.com/california/story/2023-07-31/usc-stanford-california-legacy-donor-college-admissions,376867,232,text/html
https://www.latimes.com/california/story/2022-10-31/california-banned-affirmative-action-uc-struggles-for-diversity,383330,238,text/html
https://www.latimes.com/california/story/2023-04-26/ex-ucla-campus-gynecologist-james-heaps-sentenced-to-11-years-for-sexually-abusing-patients,341848,219,text/html
https://www.latimes.com/california/story/2020-02-26/ucla-fundraising-billion-private-philanthropy,342441,221,text/html
https://www.latimes.com/local/california/la-me-edu-ucla-heaps-sexual-misconduct-20190615-story.html,342936,224,text/html
https://www.latimes.com/california/story/2022-03-17/amid-student-housing-crisis-ucla-becomes-first-uc-campus-to-guarantee-beds,367877,227,text/html
https://www.latimes.com/california/story/2023-06-29/ucla-to-expand-in-downtown-la-with-purchase-of-historic-building,399745,229,text/html
https://www.latimes.com/california/story/2022-09-26/college-housing-shortage-pushes-students-into-crisis-as-most-uc-classes-start-up,379698,221,text/html
https://www.latimes.com/california/story/2022-05-24/heaps-settlement-312-patients-takes-cost-of-his-abuse-to-700-million,365473,230,text/html
https://www.latimes.com/california/story/2024-01-04/old-westside-pavilion-transform-ucla-biomedical-quantum-science-center,358147,234,text/html
https://www.latimes.com/california/story/2023-06-21/lucrative-majors-community-college-grads-elite-university,391870,223,text/html
https://www.latimes.com/california/story/2022-09-27/ucla-new-campus-boost-admissions-marymount-san-pedro,359198,226,text/html
https://www.latimes.com/sports/story/2022-06-30/full-coverage-usc-ucla-leaving-pac-12-to-join-big-ten,431039,252,text/html
https://www.latimes.com/food/story/2023-09-08/chef-nancy-silverton-twice-baked-croissant-recipe-secret,358500,218,text/html
https://www.latimes.com/food/story/2023-07-18/michelin-2023-california-stars-los-angeles-heritage-long-beach,379984,237,text/html
https://www.latimes.com/food/la-fo-gold-20130406-story.html,357111,229,text/html
https://www.latimes.com/archives/la-xpm-2008-apr-06-tm-phillipes6-story.html,335076,206,text/html
https://www.latimes.com/food/dailydish/la-fo-re-newfeed-pizza-20180210-story.html,324823,225,text/html
https://www.latimes.com/food/la-xpm-2013-jul-18-la-dd-focaccia-di-recco-chi-spacca-20130716-story.html,316622,220,text/html
https://www.latimes.com/food/story/2021-03-31/playita-wolfgang-puck-filipino-market-vaquero-bar,340933,231,text/html
https://www.latimes.com/world-nation/story/2024-01-11/muxe-third-gender-isthmus-tehuantepec-mexico,352033,223,text/html
https://www.latimes.com/california/story/2023-12-18/la-me-chris-bianco-lost-painting,389318,222,text/html
https://www.latimes.com/california/story/2023-12-16/mall-santa-back-to-the-future-puente-hills,412460,228,text/html
https://www.latimes.com/world-nation/story/2023-11-27/south-korean-retirees-volunteer-for-the-army,380782,218,text/html
https://www.latimes.com/entertainment-arts/tv/story/2023-12-14/david-milch-deadwood-nypd-blue-alzheimers-disease-dementia-rita-stern-milch-john-hallenborg,399153,231,text/html
https://www.latimes.com/california/story/2024-01-29/irish-bishop-annie-murphy-affair,421122,227,text/html
